id,source,target,type
21362,10406,12827,contains
21363,10407,12828,contains
21364,10407,12829,contains
21365,10408,12830,contains
21366,10408,12831,contains
21367,10408,12832,contains
21368,10408,12833,contains
21369,10409,12834,contains
21370,10409,12835,contains
21371,10410,12836,contains
21372,10411,12837,contains
21373,10411,12838,contains
21374,10412,12839,contains
21375,10412,12840,contains
21376,10412,12841,contains
21377,10412,12842,contains
21378,10413,12843,contains
21379,10413,12844,contains
21380,10413,12845,contains
21381,10414,12846,contains
21382,10414,12847,contains
21383,10415,12848,contains
21384,10415,12849,contains
21385,10416,12850,contains
21386,10416,12851,contains
21387,10417,12852,contains
21388,10418,12853,contains
21389,10419,12854,contains
21390,10420,12855,contains
21391,10420,12856,contains
21392,10420,12857,contains
21393,10421,12858,contains
21394,10421,12859,contains
21395,10422,12860,contains
21396,10423,12861,contains
21397,10424,12862,contains
21398,10425,12863,contains
21399,10426,12864,contains
21400,10426,12865,contains
21401,10427,12866,contains
21402,10427,12867,contains
21403,10427,12868,contains
21404,10428,12869,contains
21405,10429,12870,contains
21406,10429,12871,contains
21407,10429,12872,contains
21408,10430,12873,contains
21409,10432,12874,contains
21410,10433,12875,contains
21411,10433,12876,contains
21412,10433,12877,contains
21413,10434,12878,contains
21414,10434,12879,contains
21415,10435,12880,contains
21416,10436,12881,contains
21417,10437,12882,contains
21418,10437,12883,contains
21419,10437,12884,contains
21420,10438,12885,contains
21421,10438,12886,contains
21422,10438,12887,contains
21423,10439,12888,contains
21424,10440,12889,contains
21425,10441,12890,contains
21426,10441,12891,contains
21427,10441,12892,contains
21428,10442,12893,contains
21429,10443,12894,contains
21430,10443,12895,contains
21431,10444,12896,contains
21432,10444,12897,contains
21433,10445,12898,contains
21434,10446,12899,contains
21435,10446,12900,contains
21436,10446,12901,contains
21437,10447,12902,contains
21438,10448,12903,contains
21439,10448,12904,contains
21440,10448,12905,contains
21441,10449,12906,contains
21442,10449,12907,contains
21443,10450,12908,contains
21444,10450,12909,contains
21445,10450,12910,contains
21446,10451,12911,contains
21447,10451,12912,contains
21448,10452,12913,contains
21449,10453,12914,contains
21450,10453,12915,contains
21451,10454,12916,contains
21452,10454,12917,contains
21453,10455,12918,contains
21454,10456,12919,contains
21455,10458,12920,contains
21456,10458,12921,contains
21457,10459,12922,contains
21458,10460,12923,contains
21459,10460,12924,contains
21460,10460,12925,contains
21461,10461,12926,contains
21462,10461,12927,contains
21463,10461,12928,contains
21464,10463,12929,contains
21465,10464,12930,contains
21466,10465,12931,contains
21467,10466,12932,contains
21468,10466,12933,contains
21469,10466,12934,contains
21470,10467,12935,contains
21471,10468,12936,contains
21472,10469,12937,contains
21473,10469,12938,contains
21474,10470,12939,contains
21475,10470,12940,contains
21476,10471,12941,contains
21477,10472,12942,contains
21478,10472,12943,contains
21479,10472,12944,contains
21480,10473,12945,contains
21481,10473,12946,contains
21482,10473,12947,contains
21483,10474,12948,contains
21484,10474,12949,contains
21485,10475,12950,contains
21486,10476,12951,contains
21487,10477,12952,contains
21488,10477,12953,contains
21489,10478,12954,contains
21490,10479,12955,contains
21491,10479,12956,contains
21492,10479,12957,contains
21493,10480,12958,contains
21494,10481,12959,contains
21495,10481,12960,contains
21496,10482,12961,contains
21497,10483,12962,contains
21498,10483,12963,contains
21499,10483,12964,contains
21500,10484,12965,contains
21501,10484,12966,contains
21502,10485,12967,contains
21503,10486,12968,contains
21504,10487,12969,contains
21505,10487,12970,contains
21506,10488,12971,contains
21507,10488,12972,contains
21508,10489,12973,contains
21509,10489,12974,contains
21510,10489,12975,contains
21511,10490,12976,contains
21512,10490,12977,contains
21513,10491,12978,contains
21514,10491,12979,contains
21515,10492,12980,contains
21516,10492,12981,contains
21517,10493,12982,contains
21518,10494,12983,contains
21519,10494,12984,contains
21520,10495,12985,contains
21521,10495,12986,contains
21522,10496,12987,contains
21523,10496,12988,contains
21524,10498,12989,contains
21525,10498,12990,contains
21526,10499,12991,contains
21527,10499,12992,contains
21528,10500,12993,contains
21529,10500,12994,contains
21530,10500,12995,contains
21531,10501,12996,contains
21532,10501,12997,contains
21533,10502,12998,contains
21534,10503,12999,contains
21535,10504,13000,contains
21536,10505,13001,contains
21537,10505,13002,contains
21538,10505,13003,contains
21539,10506,13004,contains
21540,10507,13005,contains
21541,10507,13006,contains
21542,10508,13007,contains
21543,10509,13008,contains
21544,10510,13009,contains
21545,10511,13010,contains
21546,10511,13011,contains
21547,10511,13012,contains
21548,10512,13013,contains
21549,10513,13014,contains
21550,10513,13015,contains
21551,10514,13016,contains
21552,10515,13017,contains
21553,10516,13018,contains
21554,10516,13019,contains
21555,10517,13020,contains
21556,10517,13021,contains
21557,10518,13022,contains
21558,10518,13023,contains
21559,10519,13024,contains
21560,10520,13025,contains
21561,10520,13026,contains
21562,10521,13027,contains
21563,10521,13028,contains
21564,10522,13029,contains
21565,10522,13030,contains
21566,10523,13031,contains
21567,10524,13032,contains
21568,10525,13033,contains
21569,10525,13034,contains
21570,10526,13035,contains
21571,10527,13036,contains
21572,10528,13037,contains
21573,10529,13038,contains
21574,10530,13039,contains
21575,10530,13040,contains
21576,10531,13041,contains
21577,10531,13042,contains
21578,10533,13044,contains
21579,10533,13045,contains
21580,10534,13046,contains
21581,10535,13047,contains
21582,10536,13048,contains
21583,10537,13049,contains
21584,10537,13050,contains
21585,10538,13051,contains
21586,10540,13052,contains
21587,10541,13053,contains
21588,10542,13054,contains
21589,10542,13055,contains
21590,10543,13056,contains
21591,10543,13057,contains
21592,10544,13058,contains
21593,10545,13059,contains
21594,10545,13060,contains
21595,10545,13061,contains
21596,10546,13062,contains
21597,10554,13064,contains
21598,10555,13065,contains
21599,10555,13066,contains
21600,10556,13067,contains
21601,10557,13068,contains
21602,10557,13069,contains
21603,10558,13070,contains
21604,10559,13071,contains
21605,10560,13072,contains
21606,10560,13073,contains
21607,10561,13074,contains
21608,10562,13075,contains
21609,10562,13076,contains
21610,10562,13077,contains
21611,10563,13078,contains
21612,10564,13079,contains
21613,10564,13080,contains
21614,10565,13081,contains
21615,10566,13082,contains
21616,10567,13083,contains
21617,10567,13084,contains
21618,10567,13085,contains
21619,10568,13086,contains
21620,10568,13087,contains
21621,10569,13088,contains
21622,10570,13089,contains
21623,10570,13090,contains
21624,10571,13091,contains
21625,10572,13092,contains
21626,10573,13093,contains
21627,10574,13094,contains
21628,10575,13095,contains
21629,10576,13096,contains
21630,10577,13097,contains
21631,10578,13098,contains
21632,10579,13099,contains
21633,10580,13100,contains
21634,10581,13101,contains
21635,10582,13102,contains
21636,10583,13103,contains
21637,10584,13104,contains
21638,10585,13105,contains
21639,10586,13106,contains
21640,10587,13107,contains
21641,10588,13108,contains
21642,10589,13109,contains
21643,10590,13110,contains
21644,10591,13111,contains
21645,10592,13112,contains
21646,10592,13113,contains
21647,10592,13114,contains
21648,10593,13115,contains
21649,10593,13116,contains
21650,10594,13117,contains
21651,10596,13118,contains
21652,10597,13119,contains
21653,10597,13120,contains
21654,10598,13121,contains
21655,10599,13122,contains
21656,10600,13123,contains
21657,10601,13124,contains
21658,10602,13125,contains
21659,10604,13126,contains
21660,10605,13127,contains
21661,10607,13128,contains
21662,10608,13129,contains
21663,10609,13130,contains
21664,10610,13131,contains
21665,10612,13132,contains
21666,10612,13133,contains
21667,10613,13134,contains
21668,10613,13135,contains
21669,10614,13136,contains
21670,10614,13137,contains
21671,10614,13138,contains
21672,10615,13139,contains
21673,10615,13140,contains
21674,10616,13141,contains
21675,10616,13142,contains
21676,10617,13143,contains
21677,10618,13144,contains
21678,10618,13145,contains
21679,10619,13146,contains
21680,10619,13147,contains
21681,10620,13148,contains
21682,10620,13149,contains
21683,10621,13150,contains
21684,10622,13151,contains
21685,10622,13152,contains
21686,10623,13153,contains
21687,10623,13154,contains
21688,10625,13155,contains
21689,10625,13156,contains
21690,10626,13157,contains
21691,10626,13158,contains
21692,10626,13159,contains
21693,10627,13160,contains
21694,10627,13161,contains
21695,10627,13162,contains
21696,10629,13163,contains
21697,10630,13164,contains
21698,10630,13165,contains
21699,10631,13166,contains
21700,10632,13167,contains
21701,10633,13168,contains
21702,10634,13169,contains
21703,10635,13170,contains
21704,10636,13171,contains
21705,10637,13172,contains
21706,10638,13173,contains
21707,10639,13174,contains
21708,10642,13175,contains
21709,10643,13176,contains
21710,10647,13177,contains
21711,10648,13178,contains
21712,10649,13179,contains
21713,10652,13180,contains
21714,10653,13181,contains
21715,10655,13182,contains
21716,10656,13183,contains
21717,10657,13184,contains
21718,10658,13185,contains
21719,10659,13186,contains
21720,10661,13187,contains
21721,10662,13188,contains
21722,10664,13189,contains
21723,10665,13190,contains
21724,10666,13191,contains
21725,10667,13192,contains
21726,10669,13193,contains
21727,10670,13194,contains
21728,10671,13195,contains
21729,10672,13196,contains
21730,10674,13197,contains
21731,10675,13198,contains
21732,10675,13199,contains
21733,10677,13202,contains
21734,10679,13203,contains
21735,10681,13204,contains
21736,10681,13205,contains
21737,10684,13206,contains
21738,10689,13207,contains
21739,10693,13208,contains
21740,10693,13209,contains
21741,10695,13210,contains
21742,10703,13211,contains
21743,10739,13212,contains
21744,10741,13213,contains
21745,10742,13214,contains
21746,10742,13216,contains
21747,10745,13217,contains
21748,10745,13218,contains
21749,10745,13219,contains
21750,10754,13221,contains
21751,10755,13222,contains
21752,10758,13223,contains
21753,10694,13224,contains
21754,10763,13225,contains
21755,10763,13226,contains
21756,10764,13227,contains
21757,10765,13228,contains
21758,10765,13229,contains
21759,10765,13230,contains
21760,10768,13231,contains
21761,10776,13232,contains
21762,10776,13233,contains
21763,10776,13234,contains
21764,10783,13236,contains
21765,10776,13235,contains
21766,10703,13237,contains
21767,10703,13238,contains
21768,10703,13239,contains
21769,10703,13240,contains
21770,10703,13241,contains
21771,10703,13242,contains
21772,10703,13243,contains
21773,10703,13244,contains
21774,10704,13245,contains
21775,10704,13246,contains
21776,10704,13247,contains
21777,10704,13248,contains
21778,10704,13249,contains
21779,10704,13250,contains
21780,10704,13251,contains
21781,10704,13252,contains
21782,10705,13253,contains
21783,10705,13254,contains
21784,10705,13255,contains
21785,10705,13256,contains
21786,10705,13257,contains
21787,10705,13258,contains
21788,10705,13259,contains
21789,10705,13260,contains
21790,10696,13261,contains
21791,10696,13262,contains
21792,10696,13263,contains
21793,10696,13264,contains
21794,10707,13265,contains
21795,10707,13266,contains
21796,10707,13267,contains
21797,10707,13268,contains
21798,10707,13269,contains
21799,10707,13270,contains
21800,10707,13271,contains
21801,10708,13272,contains
21802,10732,13273,contains
21803,10732,13274,contains
21804,10732,13275,contains
21805,10732,13276,contains
21806,10697,13277,contains
21807,10697,13278,contains
21808,10697,13279,contains
21809,10697,13280,contains
21810,10706,13281,contains
21811,10706,13282,contains
21812,10706,13283,contains
21813,10706,13284,contains
21814,10706,13285,contains
21815,10706,13286,contains
21816,10706,13287,contains
21817,10706,13288,contains
21818,10706,13289,contains
21819,10706,13290,contains
21820,10706,13291,contains
21821,10706,13292,contains
21822,10706,13293,contains
21823,10706,13294,contains
21824,10706,13295,contains
21825,10709,13296,contains
21826,10709,13297,contains
21827,10709,13298,contains
21828,10709,13299,contains
21829,10698,13300,contains
21830,10698,13301,contains
21831,10698,13302,contains
21832,10698,13303,contains
21833,10699,13304,contains
21834,10700,13305,contains
21835,10700,13306,contains
21836,10700,13307,contains
21837,10700,13308,contains
21838,10701,13309,contains
21839,10701,13310,contains
21840,10701,13311,contains
21841,10702,13312,contains
21842,10702,13313,contains
21843,10702,13314,contains
21844,10702,13315,contains
21845,10710,13316,contains
21846,10710,13317,contains
21847,10710,13318,contains
21848,10711,13319,contains
21849,10711,13320,contains
21850,10711,13321,contains
21851,10711,13322,contains
21852,10711,13323,contains
21853,10711,13324,contains
21854,10711,13325,contains
21855,10711,13326,contains
21856,10712,13327,contains
21857,10712,13328,contains
21858,10712,13329,contains
21859,10802,13330,contains
21860,10802,13331,contains
21861,10713,13332,contains
21862,10713,13333,contains
21863,10713,13334,contains
21864,10714,13335,contains
21865,10714,13336,contains
21866,10714,13337,contains
21867,10714,13338,contains
21868,10714,13339,contains
21869,10714,13340,contains
21870,10715,13341,contains
21871,10715,13342,contains
21872,10715,13343,contains
21873,10715,13344,contains
21874,10715,13345,contains
21875,10715,13346,contains
21876,10716,13347,contains
21877,10716,13348,contains
21878,10716,13349,contains
21879,10716,13350,contains
21880,10716,13351,contains
21881,10717,13352,contains
21882,10717,13353,contains
21883,10717,13354,contains
21884,10717,13355,contains
21885,10717,13356,contains
21886,10717,13357,contains
21887,10721,13358,contains
21888,10721,13359,contains
21889,10721,13360,contains
21890,10721,13361,contains
21891,10721,13362,contains
21892,10721,13363,contains
21893,10721,13364,contains
21894,10721,13365,contains
21895,10722,13366,contains
21896,10722,13367,contains
21897,10722,13368,contains
21898,10722,13369,contains
21899,10722,13370,contains
21900,10722,13371,contains
21901,10722,13372,contains
21902,10722,13373,contains
21903,10718,13374,contains
21904,10718,13375,contains
21905,10718,13376,contains
21906,10718,13377,contains
21907,10718,13378,contains
21908,10718,13379,contains
21909,10719,13380,contains
21910,10719,13381,contains
21911,10719,13382,contains
21912,10719,13383,contains
21913,10719,13384,contains
21914,10730,13385,contains
21915,10730,13386,contains
21916,10730,13387,contains
21917,10730,13388,contains
21918,10730,13389,contains
21919,10730,13390,contains
21920,10730,13391,contains
21921,10730,13392,contains
21922,10731,13393,contains
21923,10731,13394,contains
21924,10731,13395,contains
21925,10731,13396,contains
21926,10731,13397,contains
21927,10731,13398,contains
21928,10731,13399,contains
21929,10731,13400,contains
21930,10731,13401,contains
21931,10731,13402,contains
21932,10731,13403,contains
21933,10731,13404,contains
21934,10733,13405,contains
21935,10733,13406,contains
21936,10733,13407,contains
21937,10734,13408,contains
21938,10734,13409,contains
21939,10734,13410,contains
21940,10734,13411,contains
21941,10735,13412,contains
21942,10735,13413,contains
21943,10735,13414,contains
21944,10735,13415,contains
21945,10735,13416,contains
21946,10735,13417,contains
21947,10736,13418,contains
21948,10736,13419,contains
21949,10736,13420,contains
21950,10736,13421,contains
21951,10736,13422,contains
21952,10736,13423,contains
21953,10736,13424,contains
21954,10736,13425,contains
21955,10736,13426,contains
